session_year,volume_label,pdf_url,verified,size_bytes
1938,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1938/38vol1_Constitution.pdf,,
1938,Vol1_Tables,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1938/38Vol1_Tables.pdf,,
1938,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1938/38vol1_Chapters.pdf,,
1938,Vol1_StatIndex,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1938/38vol1_StatIndex.PDF,,
1939,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_Constitution.pdf,,
1939,Vol1_Tables,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_Tables.pdf,,
1939,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_Measures.pdf,,
1939,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_Chapters.pdf,,
1939,Vol1_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_StatRecord.pdf,,
1939,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1939/39Vol1_Index.pdf,,
1941,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_Constitution.pdf,,
1941,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_Measures.pdf,,
1941,Vol1_41Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_41Chapters.pdf,,
1941,Vol1_Tables,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_Tables.pdf,,
1941,Vol1_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_StatRecord.pdf,,
1941,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_Index.pdf,,
1941,Vol1_40FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_40FirstExtra.pdf,,
1941,Vol1_40SecondExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_40SecondExtra.pdf,,
1941,Vol1_40ThirdExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_40ThirdExtra.pdf,,
1941,Vol1_40FourthExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_40FourthExtra.pdf,,
1941,Vol1_40FifthExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1941/41Vol1_40FifthExtra.pdf,,
1943,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_Constitution.pdf,,
1943,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_Measures.pdf,,
1943,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_Chapters.pdf,,
1943,Vol1_AppendStat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_AppendStat.pdf,,
1943,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_Index.pdf,,
1943,Vol1_42Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1943/43Vol1_42Chapters.pdf,,
1945,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_Constitution.pdf,,
1945,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_Measures.pdf,,
1945,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_Chapters.pdf,,
1945,Vol1_AppenStat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_AppenStat.pdf,,
1945,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_Index.pdf,,
1945,Vol1_ThirdExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_ThirdExtra.pdf,,
1945,Vol1_FourthExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1945/45Vol1_FourthExtra.pdf,,
1947,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_Constitution.pdf,,
1947,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_Measures.pdf,,
1947,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_Chapters.pdf,,
1947,Vol1_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_FirstExtra.pdf,,
1947,Vol1_AppenStat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_AppenStat.pdf,,
1947,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_Index.pdf,,
1947,Vol1_46Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1947/47Vol1_46Chapters.pdf,,
1948,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1948/48Vol1_Constitution.pdf,,
1948,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1948/48Vol1_Chapters.pdf,,
1948,Vol1_Stat_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1948/48Vol1_Stat_Index.pdf,,
1949,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/49Vol1_Constitution.pdf,,
1949,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/49Vol1_Measures.pdf,,
1949,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/49Vol1_Chapters.pdf,,
1949,Vol1_AppendStat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/49Vol1_AppendStat.pdf,,
1949,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/49Vol1_Index.pdf,,
1949,Vol1_49Chapters_prior,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1949/50Vol1_49Chapters.pdf,,
1950,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1950/50Vol1_Constitution.pdf,,
1950,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1950/50Vol1_Measures.pdf,,
1950,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1950/50Vol1_Chapters.pdf,,
1950,Vol1_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1950/50Vol1_StatRecord.pdf,,
1950,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1950/50Vol1_Index.pdf,,
1951,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol1_Constitution.pdf,,
1951,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol1_Measures.pdf,,
1951,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol1_Chapters.pdf,,
1951,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol2_Chapters.pdf,,
1951,Vol2_Appendix,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol2_Appendix.pdf,,
1951,Vol2_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol2_StatRecord.pdf,,
1951,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol2_Index.pdf,,
1951,Vol1_50Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1951/51Vol1_50Chapters.pdf,,
1953,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol1_Constitution.pdf,,
1953,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol1_Measures.pdf,,
1953,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol1_Chapters.pdf,,
1953,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol2_Chapters.pdf,,
1953,Vol2_Appendix,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol2_Appendix.pdf,,
1953,Vol2_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol2_StatRecord.pdf,,
1953,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol2_Index.pdf,,
1953,Vol1_52Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1953/53Vol1_52Chapters.pdf,,
1955,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol1_Constitution.pdf,,
1955,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol1_Measures.pdf,,
1955,Vol1_55Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol1_55Chapters.pdf,,
1955,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol2_Chapters.pdf,,
1955,Vol2_Appen_Stat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol2_Appen_Stat.pdf,,
1955,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol2_Index.pdf,,
1955,Vol1_54Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1955/55Vol1_54Chapters.pdf,,
1957,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol1_Constitution.pdf,,
1957,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol1_Measures.pdf,,
1957,Vol1_57Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol1_57Chapters.pdf,,
1957,Vol2_57Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol2_57Chapters.pdf,,
1957,Vol2_Appen_Stat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol2_Appen_Stat.pdf,,
1957,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol2_Index.pdf,,
1957,Vol1_56Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1957/57Vol1_56Chapters.pdf,,
1959,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol1_Constitution.pdf,,
1959,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol1_Measures.PDF,,
1959,Vol1_59Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol1_59Chapters.pdf,yes,126207084
1959,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol2_Chapters.pdf,,
1959,Vol2_Appen_Stat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol2_Appen_Stat.pdf,,
1959,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol2_Index.pdf,,
1959,Vol1_58Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1959/59Vol1_58Chapters.pdf,,
1961,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol1_Constitution.pdf,,
1961,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol1_Measures.pdf,,
1961,Vol1_61Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol1_61Chapters.pdf,,
1961,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol2_Chapters.pdf,,
1961,Vol2_Appen_Stat,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol2_Appen_Stat.pdf,,
1961,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol2_Index.pdf,,
1961,Vol1_60Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1961/61Vol1_60Chapters.pdf,,
1963,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol1_Constitution.pdf,,
1963,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol1_Measures.pdf,,
1963,Vol1_63Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol1_63Chapters.pdf,,
1963,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol2_Chapters.pdf,,
1963,Vol2_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol2_StatRecord.pdf,,
1963,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol2_Index.pdf,,
1963,Vol2_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol2_FirstExtra.pdf,,
1963,Vol1_62Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1963/63Vol1_62Chapters.pdf,,
1965,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65vol1_Const.PDF,,
1965,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65vol1_Measures.pdf,,
1965,Vol1_65Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol1_65Chapters.pdf,,
1965,Vol2,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol2.PDF,,
1965,Vol3_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol3_Chapters.pdf,,
1965,Vol3_StatRec,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol3_StatRec.pdf,,
1965,Vol3_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol3_Index.pdf,,
1965,Vol3_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol3_FirstExtra.pdf,,
1965,Vol3_Appendix,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol3_Appendix.pdf,,
1965,Vol1_64Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1965/65Vol1_64Chapters.pdf,,
1966,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_Constitution.pdf,,
1966,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_Measures.pdf,,
1966,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_Chapters.pdf,,
1966,Vol1_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_FirstExtra.pdf,,
1966,Vol1_SecondExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_SecondExtra.pdf,,
1966,Vol1_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_StatRecord.pdf,,
1966,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_Index.pdf,,
1966,Vol1_65secondextra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1966/66Vol1_65secondextra.pdf,,
1967,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol1_Constitution.pdf,,
1967,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol1_Chapters.pdf,,
1967,Vol2,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol2.PDF,,
1967,Vol3_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_Chapters.pdf,,
1967,Vol3_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_Index.pdf,,
1967,Vol3_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_FirstExtra.pdf,,
1967,Vol3_SectionsAffected,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_SectionsAffected.pdf,,
1967,Vol3_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_Summary.pdf,,
1967,Vol3_Appendix,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1967/67Vol3_Appendix.pdf,,
1968,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol1_Constitution.pdf,,
1968,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol1_Measures.pdf,,
1968,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol1_Chapters.pdf,,
1968,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol2_Chapters.pdf,,
1968,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol2_Index.pdf,,
1968,Vol2_SectionsAffected,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol2_SectionsAffected.pdf,,
1968,Vol2_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol2_Summary.pdf,,
1968,Vol1_67SecondExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol1_67SecondExtra.pdf,,
1968,Vol2_67SecondExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1968/68Vol2_67SecondExtra.pdf,,
1969,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol1_Constitution.pdf,,
1969,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol1_Measures.pdf,,
1969,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol1_Chapters.pdf,,
1969,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol2_Chapters.pdf,,
1969,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol2_Index.pdf,,
1969,Vol2_SectionsAffected,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol2_SectionsAffected.pdf,,
1969,Vol2_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol2_Summary.pdf,,
1969,Vol1_68FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol1_68FirstExtra.pdf,,
1969,Vol2_68FirstExtraSession,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1969/69Vol2_68FirstExtraSession.pdf,,
1970,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70vol1_Constitution.pdf,,
1970,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70vol1_Measures.pdf,,
1970,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70vol1_Chapters.pdf,,
1970,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70Vol2_Chapters.pdf,,
1970,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70Vol2_Index.pdf,,
1970,Vol2_StatRecord,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70Vol2_StatRecord.pdf,,
1970,Vol2_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1970/70Vol2_Summary.pdf,,
1971,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol1_Constitution.pdf,,
1971,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol1_Chapters.pdf,,
1971,Vol2,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol2.PDF,,
1971,Vol3_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol3_Index.pdf,,
1971,Vol3_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol3_Chapters.pdf,,
1971,Vol3_StatRecords,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol3_StatRecords.pdf,,
1971,Vol3_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol3_Summary.pdf,,
1971,Vol3_FirstExtra,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1971/71Vol3_FirstExtra.pdf,,
1972,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol1_Constitution.pdf,,
1972,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol1_Index.pdf,,
1972,Vol1_Measures,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol1_Measures.pdf,,
1972,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol1_Chapters.pdf,,
1972,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol2_Chapters.pdf,,
1972,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol2_Index.pdf,,
1972,Vol2_StatRecords,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol2_StatRecords.pdf,,
1972,Vol2_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1972/72Vol2_Summary.pdf,,
1973,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol1_Constitution.pdf,,
1973,Vol1_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol1_Index.pdf,,
1973,Vol1_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol1_Chapters.pdf,,
1973,Vol2_Chapters,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol2_Chapters.pdf,,
1973,Vol2_Index,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol2_Index.pdf,,
1973,Vol2_StatRecords,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol2_StatRecords.pdf,,
1973,Vol2_Summary,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1973/73Vol2_Summary.pdf,,
1974,Vol1_Constitution,https://clerk.assembly.ca.gov/sites/clerk.assembly.ca.gov/files/archive/Statutes/1974/74Vol1_Constitution.pdf,,
