vol	page	tier	kind	margin_words	head	tail	joined	margin_text
production-1927-vol1-chapters	1011	FUZZY_REVIEW	fuzzy2	0	appor	ionment	apportionment	apporionment
production-1927-vol1-chapters	1015	HYPHEN	blankgap	0	dis	trict	district	
production-1927-vol1-chapters	1020	HYPHEN	blankgap	0	num	bered	numbered	
production-1927-vol1-chapters	1030	HYPHEN	blankgap	0	engi	neers	engineers	
production-1927-vol1-chapters	1044	HYPHEN	blankgap	0	num	bered	numbered	
production-1927-vol1-chapters	1048	HYPHEN	blankgap	0	com	petent	competent	
production-1927-vol1-chapters	1066	HYPHEN	blankgap	0	bene	fited	benefited	
production-1927-vol1-chapters	1090	HYPHEN	margin	49	with	drawal	withdrawal	drawn will not be benefited by remaining within said district | and that the territory not sought to be withdrawn will be | benefited by continuing as a sewer maintenance district then | it shall grant said petition and by resolution establish the | boundaries of such district as reestablished after such with
production-1927-vol1-chapters	1107	SPACESPLIT	spacesplit2	0	com	pensation	compensation	
production-1927-vol1-chapters	1108	HYPHEN	margin	11	com	petent	competent	with the advice of the Senate three experienced and com fosu
production-1927-vol1-chapters	1110	HYPHEN	margin	20	appropria	tion	appropriation	appropriated out of any money in the state treasury not other | wise appropriated for the purpose of paying the compensa
production-1927-vol1-chapters	1112	HYPHEN	margin	42	compensa	tions	compensations	approval of the department of finance is hereby authorized to convicts fo | transfer to the control of the California highway commission Bg | an amount or amounts of money not to exceed one hundred | thousand dollars which may be available from the appropria
production-1927-vol1-chapters	1132	HYPHEN	blankgap	0	equaliza	tion	equalization	
production-1927-vol1-chapters	1145	HYPHEN	blankgap	0	compensa	tion	compensation	
production-1927-vol1-chapters	1168	SPACESPLIT	spacesplit2	0	in	debtedness	indebtedness	
production-1927-vol1-chapters	1193	HYPHEN	margin	26	pro	lative	prolative	visions contained herein Such power shall be supplemental | to the power of adopting specifications Specifications plans | profiles drawings and maps may be adopted by such legis
production-1927-vol1-chapters	1201	HYPHEN	blankgap	0	respon	sibilities	responsibilities	
production-1927-vol1-chapters	1201	HYPHEN	blankgap	0	appor	tion	apportion	
production-1927-vol1-chapters	1217	HYPHEN	margin	40	com	menced	commenced	emeelings menced by order ox the ccmmission s own motion or by a peti | tion filed by the state county city and county incorporated | city or town other political subdivision railroad corporation | or street railroad corporation affected Any proceeding com
production-1927-vol1-chapters	1218	HYPHEN	margin	11	com	pensation	compensation	mission should not proceed after hearing to fix the just com
production-1927-vol1-chapters	1228	HYPHEN	blankgap	0	dissolu	tion	dissolution	
production-1927-vol1-chapters	1228	HYPHEN	blankgap	0	dis	tricts	districts	
production-1927-vol1-chapters	1247	HYPHEN	blankgap	0	expira	tion	expiration	
production-1927-vol1-chapters	1247	HYPHEN	margin	44	delin	quencies	delinquencies	quent the said county treasurer or county treasurers must | prepare and as soon as the same is complete publish once a | week for two consecutive weeks in each county wherein lands | of the district are situated in one notice a list of all delin
production-1927-vol1-chapters	1260	HYPHEN	blankgap	0	hereinbe	fore	hereinbefore	
production-1927-vol1-chapters	1277	HYPHEN	blankgap	0	valua	tion	valuation	
production-1927-vol1-chapters	1283	HYPHEN	margin	53	con	sists	consists	vened at any time and by unanimous consent any business | matter may be transacted at any special meeting All meet | ings of the junior college board shall be held at the junior | college building provided that if no junior college building | exists in the junior college district or if the junior college con
production-1927-vol1-chapters	1304	HYPHEN	blankgap	0	cor	porations	corporations	
production-1927-vol1-chapters	1308	HYPHEN	blankgap	0	appro	priations	appropriations	
production-1927-vol1-chapters	1308	HYPHEN	blankgap	0	exam	ination	examination	
production-1927-vol1-chapters	1310	HYPHEN	blankgap	0	con	ferred	conferred	
production-1927-vol1-chapters	1310	HYPHEN	blankgap	0	com	pensation	compensation	
production-1927-vol1-chapters	1334	HYPHEN	margin	36	pro	cedure	procedure	ceed as in this act provided and have a report made and sub | mit to the qualified voters of said district the question of issu | ing additional bonds in the same manner and with like pro
production-1927-vol1-chapters	1335	HYPHEN	blankgap	0	appor	tioned	apportioned	
production-1927-vol1-chapters	1355	HYPHEN	margin	11	pro	lative	prolative	vided shall be let to the lowest responsible bidder The legis
production-1927-vol1-chapters	1380	HYPHEN	blankgap	0	appur	tenances	appurtenances	
production-1927-vol1-chapters	1399	HYPHEN	blankgap	0	dis	trict	district	
production-1927-vol1-chapters	1416	HYPHEN	blankgap	0	speci	fications	specifications	
production-1927-vol1-chapters	1424	HYPHEN	blankgap	0	manufac	turer	manufacturer	
production-1927-vol1-chapters	1424	HYPHEN	blankgap	0	com	mencing	commencing	
production-1927-vol1-chapters	1429	NOHYPHEN	adjacent	0	surren	dered	surrendered	
production-1927-vol1-chapters	1443	HYPHEN	margin	48	pur	tenance	purtenance	pose shall be paid into the state highway maintenance fund | and shall be expended under the direction of the state depart | ment of public works for the maintenance repair widening | resurfacing and reconstruction of stete roads and highways | under the jurisdiction of said department and for the main
production-1927-vol1-chapters	1444	HYPHEN	blankgap	0	appro	priation	appropriation	
production-1927-vol1-chapters	1458	HYPHEN	blankgap	0	pro	ceedings	proceedings	
production-1927-vol1-chapters	1466	HYPHEN	blankgap	0	dis	trict	district	
production-1927-vol1-chapters	1511	HYPHEN	margin	11	commis	sioner	commissioner	horticultural sioner shall receive a salary of two thousand four hundred
production-1927-vol1-chapters	1543	HYPHEN	margin	53	min	eralogist	mineralogist	ing bureau and for the appointment and duties of a board of | trustees to be known as the board of trustees of the state min | ing bureau who shall have the direction management and | control of said state mining bureau and to provide for | the appointmert duties and compensation of a state min
production-1927-vol1-chapters	1543	HYPHEN	margin	28	min	eralogist	mineralogist	ing bureau who shall have the direction management and | control of said state mining bureau and to provide for | the appointmert duties and compensation of a state min
production-1927-vol1-chapters	1548	HYPHEN	margin	11	con	strued	construed	sumption by the public Nothing in this section shall be con
production-1927-vol1-chapters	1560	HYPHEN	blankgap	0	pro	ceeding	proceeding	
production-1927-vol1-chapters	1566	HYPHEN	margin	49	compensa	tion	compensation	by any person except by a fish and game commissioner or sale of | deputy or assistant fish and game commissioner paid a salary | in full for his services to the state he shall be allowed as com | pensation for his own use out of the fish and game preserva
production-1927-vol1-chapters	1607	HYPHEN	blankgap	0	dis	trict	district	
production-1927-vol1-chapters	1665	HYPHEN	margin	22	com	mination	commination	of order mission shall make and enter the crder granting the said | petition or selecting the stream system upon which the deter
production-1927-vol1-chapters	1665	HYPHEN	margin	45	appropria	tion	appropriation	collected tion the state water commission shall collect from such | claimants claimants on the basis of the statements in the proofs a fee | of five dollars for each cubie foct per second or fraction | thereof claimed for any purpose Foz all purposes of this sec
production-1927-vol1-chapters	1695	SPACESPLIT	spacesplit2	0	com	pensation	compensation	
production-1927-vol1-chapters	1704	HYPHEN	blankgap	0	inter	ruptus	interruptus	
production-1927-vol1-chapters	1726	HYPHEN	margin	21	col	lecting	collecting	lection of taxes to pay the annual installment of principal | and interest on said bonds to provide for levying and col
production-1927-vol1-chapters	1729	FUZZY_REVIEW	fuzzy2	0	suce	ssion	succession	sucession
production-1927-vol1-chapters	1745	HYPHEN	blankgap	0	cer	tificate	certificate	
production-1927-vol1-chapters	1779	HYPHEN	margin	40	sec	tioned	sectioned	tion seventeen said township and rane thence northerly along | said last mentioned quarter section line to the southwesterly | line of the Rancho Cienega O Paso de la Tijera thence north | easterly and northerly along the boundary of said last men
production-1927-vol1-chapters	1792	HYPHEN	margin	31	con	solidated	consolidated	duct in this state the business of acting as executor adminis | trator guardian of estates assignee receiver depositary or | trustee with which under the laws of the United States is con
production-1927-vol1-chapters	1807	FUZZY_REVIEW	fuzzy2	0	acqu	sition	acquisition	acqusition
production-1927-vol1-chapters	1832	NOHYPHEN	adjacent	0	compen	sation	compensation	
production-1927-vol1-chapters	1894	HYPHEN	margin	30	com	mitment	commitment	mittee to deal with such persons and fixing the salary thereof | providing for the establishment of detention homes for such | persons fixing the method of procedure and treatment or com
production-1927-vol1-chapters	1900	HYPHEN	margin	8	util	izations	utilizations	ity companies civic education professional and other organ
production-1927-vol1-chapters	1910	HYPHEN	blankgap	0	subdivi	sion	subdivision	
production-1927-vol1-chapters	1915	HYPHEN	margin	45	per	sistent	persistent	sons and corporations creating the railroad commission fund | and appropriating the moneys therein to carry out the pro | visions of this act and repealing title XV of part IV of divi | sion I of the Civil Code and all acts and parts of acts incon
production-1927-vol1-chapters	1915	HYPHEN	blankgap	0	incon	sistent	inconsistent	
production-1927-vol1-chapters	1923	HYPHEN	margin	9	estab	lishment	establishment	lish conduct maintain or operate a clothes cleaning estab
production-1927-vol1-chapters	1938	HYPHEN	blankgap	0	part	nership	partnership	
production-1927-vol1-chapters	1986	HYPHEN	blankgap	0	em	ployees	employees	
production-1927-vol1-chapters	2032	NOHYPHEN	adjacent	0	classifi	cation	classification	
production-1927-vol1-chapters	2065	HYPHEN	margin	18	commis	sioners	commissioners	sion Trustees of Public Library Board of Police and Fire | Commissioners Board of Fire and olice Pension Commis
production-1927-vol1-chapters	2070	HYPHEN	blankgap	0	admin	istration	administration	
production-1927-vol1-chapters	2082	HYPHEN	blankgap	0	andrein	a	andreina	
production-1927-vol1-chapters	2097	HYPHEN	margin	2	per	sonally	personally	of grlevances
production-1927-vol1-chapters	2107	HYPHEN	margin	30	ordi	nances	ordinances	nance may be amended or modified between the time of its | introduction and the time of its final passage providing its | general scope and original purpose are retained All ordi
production-1927-vol1-chapters	2119	SPACESPLIT	spacesplit2	0	co	mpensation	compensation	
production-1927-vol1-chapters	2120	HYPHEN	blankgap	0	recom	mendation	recommendation	
production-1927-vol1-chapters	2132	NOHYPHEN	adjacent	0	unconstitu	tional	unconstitutional	
production-1927-vol1-chapters	2154	HYPHEN	blankgap	0	con	tinue	continue	
production-1927-vol1-chapters	2168	HYPHEN	blankgap	0	por	terville	porterville	
production-1927-vol1-chapters	2190	HYPHEN	blankgap	0	cor	rections	corrections	
production-1927-vol1-chapters	2213	HYPHEN	blankgap	0	com	mencing	commencing	
production-1927-vol1-chapters	2218	HYPHEN	margin	32	compensa	tions	compensations	and compensation of all officers of the city excepting only the | mayor and councilmen and may change the same from time | to time In the case of elective officers however the restric
production-1927-vol1-chapters	2222	HYPHEN	blankgap	0	unex	pired	unexpired	
production-1927-vol1-chapters	2279	HYPHEN	blankgap	0	pro	tection	protection	
production-1927-vol1-chapters	2282	HYPHEN	blankgap	0	con	ditions	conditions	
production-1927-vol1-chapters	2291	HYPHEN	blankgap	0	repre	sentatives	representatives	
production-1927-vol1-chapters	2319	HYPHEN	margin	46	pro	stitute	prostitute	vided by the general laws of the State provided that all sales | for delinquent taxes shall be made o the City of Albany | Should the Council fail to fix the tex rate within the time | prescribed then the tax rate cf the previous year shall con
production-1927-vol1-chapters	2357	HYPHEN	margin	20	pro	posals	proposals	posal of Amendment to the Okarter of the City of Compton | known as Amendment Number Three and that said pro
production-1927-vol1-chapters	2378	HYPHEN	blankgap	0	for	eign	foreign	
production-1927-vol1-chapters	2390	HYPHEN	blankgap	0	exposi	tion	exposition	
production-1927-vol1-chapters	2394	HYPHEN	blankgap	0	preced	ing	preceding	
production-1927-vol1-chapters	2395	HYPHEN	blankgap	0	dis	trict	district	
production-1927-vol1-chapters	2395	HYPHEN	blankgap	0	munic	ipal	municipal	
production-1927-vol1-chapters	2396	HYPHEN	blankgap	0	comprehen	sive	comprehensive	
production-1929-vol1-29chapters	4	HYPHEN	blankgap	0	navi	gation	navigation	
production-1929-vol1-29chapters	16	HYPHEN	blankgap	0	appro	priation	appropriation	
production-1929-vol1-29chapters	38	HYPHEN	blankgap	0	con	flicting	conflicting	
production-1929-vol1-29chapters	39	HYPHEN	blankgap	0	appropria	tion	appropriation	
production-1929-vol1-29chapters	41	HYPHEN	blankgap	0	suf	ficient	sufficient	
production-1929-vol1-29chapters	47	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	47	HYPHEN	blankgap	0	convic	tion	conviction	
production-1929-vol1-29chapters	55	HYPHEN	blankgap	0	equaliza	tion	equalization	
production-1929-vol1-29chapters	60	HYPHEN	margin	2	suc	ceeding	succeeding	of votes
production-1929-vol1-29chapters	80	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	82	HYPHEN	margin	49	con	tinue	continue	struction improvement or repair of any building structure | or works of any character any unexpended balance thereof | shall not unless otherwise herein provided revert to the | general fund or special fund at the end of the fiscal year or | years for which such appropriation was made but shall con
production-1929-vol1-29chapters	96	HYPHEN	margin	10	pro	priation	propriation	vision are hereby defined as contingencies for which no appro
production-1929-vol1-29chapters	127	NOHYPHEN	adjacent	0	examina	tion	examination	
production-1929-vol1-29chapters	135	HYPHEN	blankgap	0	mer	chandise	merchandise	
production-1929-vol1-29chapters	135	HYPHEN	blankgap	0	dis	tinguish	distinguish	
production-1929-vol1-29chapters	138	HYPHEN	blankgap	0	compensa	tion	compensation	
production-1929-vol1-29chapters	152	HYPHEN	margin	57	per	forated	perforated	son The fish and game commission shall not register more | than one symbol or brand of one design and after such symbol | or brand has been so registered no other pevson than the one | to which such permit is issued shall use the same No person | shall destroy or obliterate any such symbol or brand so per
production-1929-vol1-29chapters	160	HYPHEN	blankgap	0	irriga	tion	irrigation	
production-1929-vol1-29chapters	164	HYPHEN	margin	29	discharg	ing	discharging	insane | conviets pro INg any convict who may be insane at the time of the expira | ceedings tion of his sentence the warden shall first give notice in writ
production-1929-vol1-29chapters	171	HYPHEN	blankgap	0	trans	portation	transportation	
production-1929-vol1-29chapters	175	HYPHEN	blankgap	0	num	bered	numbered	
production-1929-vol1-29chapters	177	HYPHEN	blankgap	0	decep	tion	deception	
production-1929-vol1-29chapters	179	HYPHEN	blankgap	0	decep	tion	deception	
production-1929-vol1-29chapters	213	HYPHEN	margin	32	hun	dredths	hundredths	dred seventy five dollars per annum one stenographer and | roll writer for not more than nine months in each vear who | shall receive a salary of one hundred twelve and fiftv hun
production-1929-vol1-29chapters	223	NOHYPHEN	adjacent	0	compensa	tion	compensation	
production-1929-vol1-29chapters	226	HYPHEN	margin	44	recom	mendation	recommendation	mending that a license be granted the applicant If the appli | cant shall have resided or shall have engaged in business for | less than one year in the county from which the application | is made the same shall also be accompanied by the recom
production-1929-vol1-29chapters	230	HYPHEN	blankgap	0	immedi	ately	immediately	
production-1929-vol1-29chapters	236	HYPHEN	margin	20	phar	maceutical	pharmaceutical	macy department of a university requires in its course a | minimum of two thousand two hundred fifty hours in phar
production-1929-vol1-29chapters	238	HYPHEN	blankgap	0	manu	factured	manufactured	
production-1929-vol1-29chapters	274	HYPHEN	margin	22	com	partments	compartments	plete change of air in not to exceed five minutes for each room | used for the following purposes Water closets shower com
production-1929-vol1-29chapters	274	HYPHEN	blankgap	0	com	partments	compartments	
production-1929-vol1-29chapters	277	HYPHEN	crosspage	0	prop	erty	property	->278
production-1929-vol1-29chapters	282	NOHYPHEN	blankgap	0	agricul	ture	agriculture	
production-1929-vol1-29chapters	307	HYPHEN	blankgap	0	unnavi	gable	unnavigable	
production-1929-vol1-29chapters	325	HYPHEN	blankgap	0	long	shoremen	longshoremen	
production-1929-vol1-29chapters	335	HYPHEN	crosspage	0	com	petency	competency	->336
production-1929-vol1-29chapters	343	HYPHEN	blankgap	0	legis	lature	legislature	
production-1929-vol1-29chapters	358	HYPHEN	margin	54	pro	priation	propriation	visions of this act to provide for the appcintment of a vet | erinarian and to repeal an act entitled An act to protect | domestic live stock from contagious and infectious diseases | to provide for the appointment and duties of officials to carry | into effect the provisions of this act and to provide an appro
production-1929-vol1-29chapters	359	HYPHEN	blankgap	0	incor	poration	incorporation	
production-1929-vol1-29chapters	368	HYPHEN	blankgap	0	pro	posals	proposals	
production-1929-vol1-29chapters	379	HYPHEN	blankgap	0	pro	hibiting	prohibiting	
production-1929-vol1-29chapters	417	HYPHEN	margin	20	con	structed	constructed	crete If building exceeds twenty five feet in height bearing | walls shall be reinforced concrete Where any wall is con
production-1929-vol1-29chapters	418	SPACESPLIT	spacesplit2	0	constr	icted	constricted	
production-1929-vol1-29chapters	438	HYPHEN	blankgap	0	propor	tion	proportion	
production-1929-vol1-29chapters	458	HYPHEN	blankgap	0	unim	proved	unimproved	
production-1929-vol1-29chapters	458	SPACESPLIT	spacesplit2	0	mortgag	or	mortgagor	
production-1929-vol1-29chapters	470	NOHYPHEN	blankgap	0	superin	tendent	superintendent	
production-1929-vol1-29chapters	491	HYPHEN	blankgap	0	appur	tenant	appurtenant	
production-1929-vol1-29chapters	500	HYPHEN	blankgap	0	dec	laration	declaration	
production-1929-vol1-29chapters	506	HYPHEN	blankgap	0	com	mittees	committees	
production-1929-vol1-29chapters	509	HYPHEN	blankgap	0	col	lected	collected	
production-1929-vol1-29chapters	518	NOHYPHEN	blankgap	0	nonresi	dents	nonresidents	
production-1929-vol1-29chapters	583	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	597	HYPHEN	blankgap	0	num	bered	numbered	
production-1929-vol1-29chapters	599	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	600	HYPHEN	blankgap	0	designat	ing	designating	
production-1929-vol1-29chapters	601	HYPHEN	blankgap	0	cer	tificates	certificates	
production-1929-vol1-29chapters	618	NOHYPHEN	blankgap	0	incum	bents	incumbents	
production-1929-vol1-29chapters	641	HYPHEN	crosspage	0	procyo	nidae	procyonidae	->642
production-1929-vol1-29chapters	652	NOHYPHEN	adjacent	0	interro	gate	interrogate	
production-1929-vol1-29chapters	682	HYPHEN	blankgap	0	dis	tricts	districts	
production-1929-vol1-29chapters	685	HYPHEN	blankgap	0	num	bered	numbered	
production-1929-vol1-29chapters	685	HYPHEN	blankgap	0	prin	cipal	principal	
production-1929-vol1-29chapters	685	HYPHEN	blankgap	0	dis	trict	district	
production-1929-vol1-29chapters	696	HYPHEN	blankgap	0	munici	pality	municipality	
production-1929-vol1-29chapters	705	HYPHEN	blankgap	0	main	tenance	maintenance	
production-1929-vol1-29chapters	718	HYPHEN	margin	1	appro	priate	appropriate	amended
production-1929-vol1-29chapters	721	HYPHEN	blankgap	0	ven	tilation	ventilation	
production-1929-vol1-29chapters	811	HYPHEN	blankgap	0	pro	tected	protected	
production-1929-vol1-29chapters	822	HYPHEN	blankgap	0	col	lected	collected	
production-1929-vol1-29chapters	830	HYPHEN	blankgap	0	pro	cedure	procedure	
production-1929-vol1-29chapters	856	HYPHEN	margin	53	con	clusive	conclusive	at fintl on test the question of heirship title or interest in the estate so | distributed where the same shall not have been determined | under the provisions of this section but where such questions | shall have been litigated under the provisions of this section | the determination thereof as herein provided shall be con
production-1929-vol1-29chapters	856	HYPHEN	margin	27	pro	cedure	procedure	vision of this code | CHAPTER | An act to amend sections c d a b and ce of | the Code of Civil Procedure relating to practice and pro
production-1929-vol1-29chapters	923	HYPHEN	blankgap	0	depu	tes	deputes	
production-1929-vol1-29chapters	961	HYPHEN	blankgap	0	num	bered	numbered	
production-1929-vol1-29chapters	971	HYPHEN	blankgap	0	com	pletion	completion	
production-1929-vol1-29chapters	977	HYPHEN	blankgap	0	gov	ernor	governor	
production-1929-vol1-29chapters	989	HYPHEN	margin	31	fur	nishing	furnishing	nish any mark sign or other means whatever conveying infor | mation different from that expressed by words therein such | fact or the fact that such statement or other means of fur
production-1929-vol1-29chapters	991	HYPHEN	blankgap	0	dis	trict	district	
production-1929-vol1-29chapters	1006	HYPHEN	blankgap	0	empow	ered	empowered	
production-1929-vol1-29chapters	1010	HYPHEN	blankgap	0	con	solidation	consolidation	
production-1929-vol1-29chapters	1012	HYPHEN	blankgap	0	dis	tricts	districts	
production-1929-vol1-29chapters	1017	HYPHEN	blankgap	0	con	summating	consummating	
production-1929-vol1-29chapters	1019	HYPHEN	blankgap	0	expen	diture	expenditure	
production-1929-vol1-29chapters	1032	HYPHEN	margin	32	hun	dredths	hundredths	dred seventy five dollars per annum one stenographer and | roll writer for not more than nine months in each year who | shall receive a salary of one hundred twelve and fifty hun
production-1929-vol1-29chapters	1035	HYPHEN	blankgap	0	dis	tricts	districts	
production-1929-vol1-29chapters	1061	HYPHEN	blankgap	0	estab	lishing	establishing	
production-1929-vol1-29chapters	1070	HYPHEN	blankgap	0	augmenta	tion	augmentation	
production-1929-vol1-29chapters	1088	HYPHEN	margin	32	hun	dered	hundered	ofschools dred dollars per annum and actual traveling expenses when | visiting the schools of his county The foregoing salary of the | superintendent of schools shall be in full for all services ren
production-1929-vol1-29chapters	1095	NOHYPHEN	adjacent	0	empow	ered	empowered	
production-1929-vol1-29chapters	1134	HYPHEN	blankgap	0	dis	trict	district	
production-1929-vol1-29chapters	1134	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	1134	HYPHEN	blankgap	0	appropria	tions	appropriations	
production-1929-vol1-29chapters	1134	HYPHEN	blankgap	0	main	tenance	maintenance	
production-1929-vol1-29chapters	1171	HYPHEN	margin	13	pro	ceedings	proceedings	vided that if any sale or sales shall be stayed by legal pro
production-1929-vol1-29chapters	1207	HYPHEN	margin	32	misrepre	sent	misrepresent	corporation to sell attempt to sell offer for sale or assist in arutea | the sale of any gasoline distillate or lubricating oil for ptered | internal combustion engines and wilfully and falsely repre
production-1929-vol1-29chapters	1210	HYPHEN	blankgap	0	appro	priated	appropriated	
production-1929-vol1-29chapters	1234	HYPHEN	crosspage	0	compen	sation	compensation	->1235
production-1929-vol1-29chapters	1278	SPACESPLIT	spacesplit2	0	asso	ciation	association	
production-1929-vol1-29chapters	1305	HYPHEN	margin	49	pro	stitution	prostitution	vide for work in and upon streets avenues lanes alleys | courts places and sidewalks within municipalities and upon | property and rights of way owned by municipalities or of | which a municipality has possession and the right of use | under the provisions of section of article one of the con
production-1929-vol1-29chapters	1342	HYPHEN	margin	2	compo	sition	composition	milk ye
production-1929-vol1-29chapters	1352	HYPHEN	blankgap	0	agricul	ture	agriculture	
production-1929-vol1-29chapters	1352	HYPHEN	blankgap	0	quali	fications	qualifications	
production-1929-vol1-29chapters	1452	FUZZY_REVIEW	fuzzy2	0	indeb	edness	indebtedness	indebedness
production-1929-vol1-29chapters	1465	HYPHEN	margin	52	deter	mination	determination	mined by the board of supervisors upon the enactment of this | act and also at the time of formation of any new township or | townships The board may determine such population by | multiplying by three the number of registered voters at the | last general election next preceding the date of such deter
production-1929-vol1-29chapters	1491	HYPHEN	blankgap	0	con	structed	constructed	
production-1929-vol1-29chapters	1491	HYPHEN	blankgap	0	con	structed	constructed	
production-1929-vol1-29chapters	1493	HYPHEN	blankgap	0	acquisi	tion	acquisition	
production-1929-vol1-29chapters	1495	HYPHEN	blankgap	0	prop	erty	property	
production-1929-vol1-29chapters	1495	HYPHEN	blankgap	0	acquisi	tion	acquisition	
production-1929-vol1-29chapters	1495	HYPHEN	blankgap	0	acquisi	tion	acquisition	
production-1929-vol1-29chapters	1504	FUZZY_REVIEW	fuzzy2	0	unconst	tutional	unconstitutional	unconsttutional
production-1929-vol1-29chapters	1552	HYPHEN	margin	52	coun	tenance	countenance	ties bears to the total number of registrations above three thou | sand five hundred i all such counties All such amounts so | paid to the several counties siall be paid into a special road | improvement fund Such ftnd shall be expended by the | county receiving it exclusively in the construction and main
production-1929-vol1-29chapters	1569	HYPHEN	blankgap	0	legisla	tive	legislative	
production-1929-vol1-29chapters	1579	HYPHEN	crosspage	0	col	lected	collected	->1580
production-1929-vol1-29chapters	1621	HYPHEN	margin	22	subdi	visions	subdivisions	procedure visions b c d and e hereof the board of directors | may by ordinanee elect to proceed in accordance with subdi
production-1929-vol1-29chapters	1629	HYPHEN	margin	50	pro	ceedings	proceedings	vided however if such protests are against the proposed | improvement and the legislative body finds that such protests | are signed by the owners of a majority of the frontage of the | property fronting on the streets or parts of streets within the | assessment district for such improvements all further yro
production-1929-vol1-29chapters	1643	HYPHEN	blankgap	0	pro	ceedings	proceedings	
production-1929-vol1-29chapters	1713	HYPHEN	crosspage	0	munici	pality	municipality	->1714
production-1929-vol1-29chapters	1738	HYPHEN	margin	52	superin	tendent	superintendent	annum provided that in counties of this class there shall be sehools | and there hereby is allowed to the superintendent of schools | one deputy superintendent of schools who shall be appointed | by the superintendent of schools and shall be paid a salary of | two hundred dollars per month one field deputy superin
production-1929-vol1-29chapters	1744	HYPHEN	blankgap	0	subse	quently	subsequently	
production-1929-vol1-29chapters	1752	HYPHEN	blankgap	0	appro	priation	appropriation	
production-1929-vol1-29chapters	1755	NOHYPHEN	adjacent	0	compen	sation	compensation	
production-1929-vol1-29chapters	1780	HYPHEN	blankgap	0	appurte	nances	appurtenances	
production-1929-vol1-29chapters	1808	HYPHEN	margin	9	con	sultants	consultants	tract with architects city planners engineers and other con
production-1929-vol1-29chapters	1813	HYPHEN	margin	45	legis	lative	legislative	Precsed lative body Each of said maps shall be entitled Precised | street pling map of giving name street and shall have indicated | thereon the fact that it shows the proposed future lines of | such street and that it is proposed to recommend to the legis
production-1929-vol1-29chapters	1819	FUZZY_REVIEW	fuzzy2	0	suffic	ency	sufficiency	sufficency
production-1929-vol1-29chapters	1840	NOHYPHEN	margin	23	soed	a	soeda	tioned in subdivision one of section exceeds twenty five thou | sand dollars the rates of tax upon such excess shall be as | follows
production-1929-vol1-29chapters	1843	FUZZY_REVIEW	fuzzy2	0	unavo	dable	unavoidable	unavodable
production-1929-vol1-29chapters	1858	HYPHEN	blankgap	0	unincor	porated	unincorporated	
production-1929-vol1-29chapters	1858	HYPHEN	blankgap	0	authoriza	tion	authorization	
production-1929-vol1-29chapters	1872	HYPHEN	blankgap	0	indebt	edness	indebtedness	
production-1929-vol1-29chapters	1875	HYPHEN	blankgap	0	indispen	sable	indispensable	
production-1929-vol1-29chapters	1893	HYPHEN	blankgap	0	cor	porate	corporate	
production-1929-vol1-29chapters	1899	HYPHEN	margin	1	part	nership	partnership	property
production-1929-vol1-29chapters	1907	SPACESPLIT	spacesplit2	0	part	nership	partnership	
production-1929-vol1-29chapters	1917	HYPHEN	blankgap	0	obliga	tions	obligations	
production-1929-vol1-29chapters	1917	HYPHEN	blankgap	0	ascer	taining	ascertaining	
production-1929-vol1-29chapters	1944	NOHYPHEN	adjacent	0	hygien	ist	hygienist	
production-1929-vol1-29chapters	1948	HYPHEN	blankgap	0	com	petent	competent	
production-1929-vol1-29chapters	1951	HYPHEN	margin	35	pro	lative	prolative	posed to be acouiied or constcacted and pray that the terri | tory within the proposed distviet be organized under the pro | visions of this act shall heve been filed in the office of a legis
production-1929-vol1-29chapters	1951	HYPHEN	margin	14	pro	lative	prolative	visions of this act shall heve been filed in the office of a legis
production-1929-vol1-29chapters	1974	HYPHEN	blankgap	0	munici	pal	municipal	
production-1929-vol1-29chapters	2005	HYPHEN	margin	34	legisla	tions	legislations	on the ture meet during the constitutional recess of the forty eighth | revision of | thelaw legislative session for the purpose of considering the subject | of needed revision of the statutes and of making recommenda
production-1929-vol1-29chapters	2069	HYPHEN	blankgap	0	nominat	ing	nominating	
production-1929-vol1-29chapters	2111	HYPHEN	margin	10	pre	cincts	precincts	scribe and give notice thereof establish and alter election pre
production-1929-vol1-29chapters	2185	SPACESPLIT	spacesplit2	0	sec	ured	secured	
production-1929-vol1-29chapters	2215	HYPHEN	blankgap	0	legis	lature	legislature	
production-1929-vol1-29chapters	2216	HYPHEN	blankgap	0	repre	sentatives	representatives	
production-1929-vol1-29chapters	2220	HYPHEN	blankgap	0	num	bered	numbered	
production-1929-vol1-29chapters	2225	HYPHEN	blankgap	0	appro	priate	appropriate	
production-1929-vol1-29chapters	2231	HYPHEN	blankgap	0	con	necting	connecting	
production-1929-vol1-29chapters	2233	HYPHEN	margin	9	pro	lative	prolative	posed to the electors Amendments proposed by the legis
production-1929-vol1-29chapters	2237	HYPHEN	blankgap	0	extraor	dinary	extraordinary	
production-1929-vol1-29chapters	2259	HYPHEN	blankgap	0	dredg	ing	dredging	
production-1929-vol1-29chapters	2263	HYPHEN	blankgap	0	legis	lature	legislature	
