vol	page	tier	kind	margin_words	head	tail	joined	margin_text
production-1961-vol2-chapters	617	HYPHEN	margin	15	dis	trict	district	withdruwn | popaty trict and incorporated as a eity or annexed to a city the dis
production-1961-vol2-chapters	637	HYPHEN	margin	12	en	ured	enured	tered into nor shall the term of any such contract be meas
production-1961-vol2-chapters	644	HYPHEN	blankgap	0	dis	tricts	districts	
production-1961-vol2-chapters	648	NOHYPHEN	adjacent	0	determina	tions	determinations	
production-1961-vol2-chapters	660	HYPHEN	margin	24	de	ferred	deferred	posited funds transferred pursuant to subdivisions a and | b of Section of this code | b Adult account to which shall be deposited funds trans
production-1961-vol2-chapters	668	HYPHEN	blankgap	0	dis	trict	district	
production-1961-vol2-chapters	670	HYPHEN	margin	10	dis	pensation	dispensation	ability retirement allowance exceeds one third of his final com
production-1961-vol2-chapters	683	HYPHEN	blankgap	0	com	mencing	commencing	
production-1961-vol2-chapters	701	SPACESPLIT	spacesplit2	0	no	vity	novity	
production-1961-vol2-chapters	706	HYPHEN	blankgap	0	reorganiza	tion	reorganization	
production-1961-vol2-chapters	717	HYPHEN	margin	43	pro	lative	prolative	ae ceedings to exuiude a portion of uninhabited territory annexed | wre body to the eity as uninhabited territory on its own motion without | requiring a petition If it does the resolution giving notice | shall declare that proveedings have been initiated by the legis
production-1961-vol2-chapters	728	HYPHEN	blankgap	0	dis	trict	district	
production-1961-vol2-chapters	742	HYPHEN	margin	31	de	fendant	defendant	partment of Corrections to examine the defendant under such | judgment of death and investigate his sanity It is the duty | of the alienists so selected and appointed to examine such de
production-1961-vol2-chapters	747	HYPHEN	blankgap	0	con	stituted	constituted	
production-1961-vol2-chapters	750	HYPHEN	blankgap	0	pro	ceeding	proceeding	
production-1961-vol2-chapters	757	HYPHEN	margin	10	manu	facturer	manufacturer	menabetship facturer one member shall be an upholstered furniture manu
production-1961-vol2-chapters	766	HYPHEN	blankgap	0	appro	priation	appropriation	
production-1961-vol2-chapters	779	HYPHEN	margin	28	de	tection	detection	seribed in Section c may provide for a death bene | fit up to one thousand five hundred dollars disability | benefits up to one thousand dollars or insurance pro
production-1961-vol2-chapters	811	HYPHEN	blankgap	0	transcrib	ing	transcribing	
production-1961-vol2-chapters	815	HYPHEN	blankgap	0	com	mencing	commencing	
production-1961-vol2-chapters	837	HYPHEN	blankgap	0	ter	ritory	territory	
production-1961-vol2-chapters	844	HYPHEN	margin	10	pur	gation	purgation	poses and the amount used for purposes other than irri
production-1961-vol2-chapters	883	HYPHEN	blankgap	0	pro	fessions	professions	
production-1961-vol2-chapters	896	HYPHEN	blankgap	0	pro	cedure	procedure	
production-1961-vol2-chapters	897	HYPHEN	blankgap	0	per	sonnel	personnel	
production-1961-vol2-chapters	899	FUZZY_REVIEW	fuzzy2	0	probat	onary	probationary	probatonary
production-1961-vol2-chapters	904	HYPHEN	blankgap	0	em	ployees	employees	
production-1961-vol2-chapters	904	HYPHEN	blankgap	0	imme	diately	immediately	
production-1961-vol2-chapters	907	HYPHEN	crosspage	0	el	igible	eligible	->908
production-1961-vol2-chapters	910	HYPHEN	blankgap	0	ur	gency	urgency	
production-1961-vol2-chapters	930	HYPHEN	margin	43	con	curred	concurred	troller may state an account with the member or beneficiary | pursuant to Government Code Section | Sec Section of said eode is amended to read | Exeept as provided in Sections or payments | upon receipt of proof of a member s death which oc beefy
production-1961-vol2-chapters	971	HYPHEN	crosspage	0	con	veyance	conveyance	->972
production-1961-vol2-chapters	988	HYPHEN	blankgap	0	authoriz	ing	authorizing	
production-1961-vol2-chapters	998	NOHYPHEN	adjacent	0	equaliz	ing	equalizing	
production-1961-vol2-chapters	1003	HYPHEN	blankgap	0	can	didacies	candidacies	
production-1961-vol2-chapters	1076	HYPHEN	blankgap	0	met	ropolitan	metropolitan	
production-1961-vol2-chapters	1144	NOHYPHEN	adjacent	0	negoti	able	negotiable	
production-1961-vol2-chapters	1147	HYPHEN	blankgap	0	con	structed	constructed	
production-1961-vol2-chapters	1161	HYPHEN	margin	34	pro	fited	profited	visions relating thereto shall refer only to the territory pro | posed to be annexed | The district board shall before such annexation is completed | by resolution find and declare that the district will be bene
production-1961-vol2-chapters	1161	HYPHEN	margin	24	pro	fited	profited	posed to be annexed | The district board shall before such annexation is completed | by resolution find and declare that the district will be bene
production-1961-vol2-chapters	1161	HYPHEN	margin	34	pro	fited	profited	posed to be annexed shall be and become a part of said system | unless an express finding made by the board of supervisors | that said territory proposed to be annexed will not be bene
production-1961-vol2-chapters	1168	HYPHEN	blankgap	0	fran	chises	franchises	
production-1961-vol2-chapters	1179	HYPHEN	margin	11	pro	ceedings	proceedings	test is made is adopted or deemed adopted no further pro
production-1961-vol2-chapters	1197	HYPHEN	blankgap	0	secu	rity	security	
production-1961-vol2-chapters	1250	HYPHEN	blankgap	0	com	mencing	commencing	
production-1961-vol2-chapters	1258	HYPHEN	blankgap	0	appropria	tion	appropriation	
production-1961-vol2-chapters	1263	HYPHEN	margin	10	op	tioned	optioned	costs erating the Oftice of Administrative Procedure shall be appor
production-1961-vol2-chapters	1272	HYPHEN	blankgap	0	commenc	ing	commencing	
production-1961-vol2-chapters	1307	HYPHEN	blankgap	0	prohibi	tion	prohibition	
production-1961-vol2-chapters	1310	HYPHEN	margin	34	pro	venience	provenience	vided by the rules and regulations of the board All meetings | of the board shall be open to the public Regular meetings shall | be held at the board s established offices Whenever the con
production-1961-vol2-chapters	1311	NOHYPHEN	adjacent	0	renum	bered	renumbered	
production-1961-vol2-chapters	1313	HYPHEN	blankgap	0	gov	erning	governing	
production-1961-vol2-chapters	1369	HYPHEN	crosspage	0	determina	tion	determination	->1370
production-1961-vol2-chapters	1379	HYPHEN	crosspage	0	mainte	nance	maintenance	->1380
production-1961-vol2-chapters	1421	HYPHEN	margin	22	vio	lative	violative	lation each day s continuance thereof is a separate and dis | tinct offense | oa Ail penalties accruing under this chapter are cumu
production-1961-vol2-chapters	1444	HYPHEN	blankgap	0	com	mencing	commencing	
production-1961-vol2-chapters	1464	HYPHEN	blankgap	0	con	stitute	constitute	
production-1961-vol2-chapters	1466	NOHYPHEN	adjacent	0	propor	tionate	proportionate	
production-1961-vol2-chapters	1467	HYPHEN	blankgap	0	organ	izations	organizations	
production-1961-vol2-chapters	1477	HYPHEN	crosspage	0	contri	butions	contributions	->1478
production-1961-vol2-chapters	1497	NOHYPHEN	adjacent	0	recrea	tional	recreational	
production-1961-vol2-chapters	1524	HYPHEN	margin	52	de	bilities	debilities	scribed in this section the board shall investigate and report | to the Governor and Legislature on methods of feasible re | covery from the beneficiaries of the work to be accomplished | of that portion of the total nonfederal contribution in excess | of costs of lands easements and rights of way and the lia
production-1961-vol2-chapters	1534	HYPHEN	crosspage	0	exemp	tion	exemption	->1535
production-1961-vol2-chapters	1545	HYPHEN	blankgap	0	com	mencing	commencing	
production-1961-vol2-chapters	1629	HYPHEN	margin	11	interpreta	tion	interpretation	tation shall be conclusive shall by rule provide for the regula
production-1961-vol2-chapters	1634	HYPHEN	margin	50	deter	mination	determination	mine and declare that the said proposed amendment to the | Charter of the Cits of Richmond was ratified by a majority of | the qualified electovs of said City voting thereon and the said | Couneil of the City of Richmond did by its said Resolution | numbered adopted December aecept the deter
production-1961-vol2-chapters	1703	HYPHEN	margin	46	com	mittees	committees	niittee shall audit and approve the expense claims of the mem | bers of the committee and shall certify the amount approved | to the Controller and the Controller shall draw his warrants | upon the certification of the chairman | The chairman of any such committee may appoint subcom
production-1961-vol2-chapters	1719	HYPHEN	blankgap	0	munici	pal	municipal	
production-1961-vol2-chapters	1758	HYPHEN	blankgap	0	recom	mendation	recommendation	
production-1961-vol2-chapters	1772	HYPHEN	margin	44	in	volved	involved	creasing area of most productive fishing waters for security | reasons and for training and practice areas for the armed | forces which is creating a serious problem as to the use of | California fishing waters and | Wuereas California fishing is becoming more and more in
production-1961-vol2-chapters	1830	HYPHEN	blankgap	0	in	terest	interest	
production-1961-vol2-chapters	1942	SPACESPLIT	spacesplit2	0	wh	ereas	whereas	
production-1961-vol2-chapters	1950	HYPHEN	blankgap	0	superin	tendent	superintendent	
production-1961-vol2-chapters	1950	HYPHEN	crosspage	0	attor	ney	attorney	->1951
production-1961-vol2-chapters	1959	HYPHEN	margin	38	sub	stitutional	substitutional	section sentence clause and phrase thereof would have been | prepared and proposed adopted approved and ratified irre | spective of the fact that any one or more sections subsections | sentences clauses or phrases may be declared invalid or uneon
production-1961-vol2-chapters	1981	HYPHEN	crosspage	0	recrea	tion	recreation	->1982
production-1961-vol2-chapters	2010	HYPHEN	margin	19	commis	erated	commiserated	sion determines funds are available by reason of cancellation | by the commission of applications for loans for projects enum
production-1961-vol2-chapters	2039	HYPHEN	blankgap	0	super	seded	superseded	
production-1961-vol2-chapters	2043	HYPHEN	blankgap	0	con	stitution	constitution	
production-1961-vol2-chapters	2046	HYPHEN	margin	12	pro	stitution	prostitution	poses to the people of the State of California that the Con
production-1961-vol2-chapters	2047	HYPHEN	blankgap	0	compen	sation	compensation	
production-1961-vol2-chapters	2047	HYPHEN	margin	28	deter	sively	detersively	mine any dispute or matter arising under such legislation to | the end that the administration of such legislation shall accom | plish substantial justice in all eases expeditiously inexpen
production-1961-vol2-chapters	2065	HYPHEN	blankgap	0	aug	menting	augmenting	
production-1963-vol1-62chapters	6	HYPHEN	blankgap	0	em	balmers	embalmers	
production-1963-vol1-62chapters	81	HYPHEN	crosspage	0	expend	itures	expenditures	->82
production-1963-vol1-62chapters	97	HYPHEN	margin	14	dis	provement	disprovement	tance of a mile the first fair was held the first Women s Im
production-1963-vol1-62chapters	127	HYPHEN	margin	21	con	tection	contection	gress of the United States to appropriate the federal share | of the funds required in the fiscal year for the pro
production-1963-vol1-62chapters	127	HYPHEN	crosspage	0	bene	ficial	beneficial	->128
production-1963-vol1-62chapters	131	HYPHEN	margin	27	con	jective	conjective	tributes to the welfare and economy of the entire State and | WHEREAS This project incorporates over miles of | freeways and expressways into a system whose principal ob
production-1963-vol1-62chapters	143	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-62chapters	149	HYPHEN	crosspage	0	de	claring	declaring	->150
production-1963-vol1-62chapters	151	HYPHEN	blankgap	0	legis	lature	legislature	
production-1963-vol1-62chapters	182	HYPHEN	blankgap	0	sup	plemental	supplemental	
production-1963-vol1-62chapters	226	HYPHEN	margin	45	in	debtedness	indebtedness	contestable | Sec If from the returns it appears that more than | two thirds of the votes cast in an election held pursuant | to the provisions of Section or of Section of this act | were in favor of and assented to the incurring of such in
production-1963-vol1-62chapters	228	HYPHEN	margin	34	ex	terior	exterior	pense of carrying out said purpose c that the board intends | to form an improvement district of a portion of the agency | which in the opinion of the board will be benefited the ex
production-1963-vol1-62chapters	251	NOHYPHEN	adjacent	0	agricul	tural	agricultural	
production-1963-vol1-62chapters	266	HYPHEN	crosspage	0	of	fices	offices	->267
production-1963-vol1-62chapters	285	HYPHEN	margin	46	in	corporated	incorporated	corporation of the Crestline Lake Arrowhead Water Agency | and the legal existence of said Crestline Lake Arrowhead | Water Agency and all proceedings in respect thereto shall be | held to be valid and in every respect legal and incontestable | Sec The Crestline Lake Arrowhead Water Agency in
production-1963-vol1-62chapters	288	HYPHEN	margin	19	con	structions	constructions	tract with such other public agencies or private corporations or | persons for the purpose of finaneug such acquisitions con
production-1963-vol1-62chapters	330	HYPHEN	margin	9	con	nection	connection	trol and Water Conservation District for recreation in con
production-1963-vol1-62chapters	380	HYPHEN	margin	21	pub	lishers	publishers	lished by A I Cloud in San Bruno San Mateo County Cali | fornia has been honored by the California Newspaper Pub
production-1963-vol1-62chapters	406	HYPHEN	crosspage	0	examina	tion	examination	->407
production-1963-vol1-62chapters	408	HYPHEN	margin	28	con	solidated	consolidated	dition that the pension plans must not be discriminatory and | WHEREAS Since the adoption and qualification of their pen | sion plans many business organizations have merged or con
production-1963-vol1-62chapters	417	HYPHEN	blankgap	0	de	velopment	development	
production-1963-vol1-62chapters	419	HYPHEN	margin	23	re	gency	regency	serve Fund Item | Net appropriation | For support of Board of Administration of | the State Employees Retirement System | payable from the State Employees Contin
production-1963-vol1-62chapters	453	HYPHEN	crosspage	0	in	cluding	including	->454
production-1963-vol1-62chapters	470	HYPHEN	margin	21	de	volving	devolving	bris contro subject to the provisions of Sec | tions through of the Water Code | For transfer to the Water Resources Re
production-1963-vol1-62chapters	472	HYPHEN	blankgap	0	transporta	tion	transportation	
production-1963-vol1-62chapters	483	HYPHEN	crosspage	0	expira	tion	expiration	->484
production-1963-vol1-62chapters	495	HYPHEN	blankgap	0	chem	istry	chemistry	
production-1963-vol1-62chapters	496	HYPHEN	blankgap	0	hu	manities	humanities	
production-1963-vol1-62chapters	496	HYPHEN	blankgap	0	veteri	nary	veterinary	
production-1963-vol1-62chapters	496	HYPHEN	blankgap	0	po	mology	pomology	
production-1963-vol1-62chapters	496	HYPHEN	blankgap	0	chem	istry	chemistry	
production-1963-vol1-62chapters	496	HYPHEN	blankgap	0	ex	pansion	expansion	
production-1963-vol1-62chapters	497	HYPHEN	blankgap	0	ac	tivities	activities	
production-1963-vol1-62chapters	497	HYPHEN	blankgap	0	de	velopment	development	
production-1963-vol1-62chapters	497	HYPHEN	blankgap	0	im	provements	improvements	
production-1963-vol1-62chapters	508	HYPHEN	margin	10	con	stitute	constitute	struction Program Fund | Schedule | a Land acquisition for new in
production-1963-vol1-62chapters	517	HYPHEN	blankgap	0	estab	lishment	establishment	
production-1963-vol1-62chapters	517	HYPHEN	blankgap	0	es	tablished	established	
production-1963-vol1-62chapters	517	HYPHEN	blankgap	0	appropria	tion	appropriation	
production-1963-vol1-62chapters	522	HYPHEN	blankgap	0	pro	tection	protection	
production-1963-vol1-62chapters	528	HYPHEN	blankgap	0	commis	sioners	commissioners	
production-1963-vol1-62chapters	528	HYPHEN	blankgap	0	compen	sation	compensation	
production-1963-vol1-62chapters	528	HYPHEN	blankgap	0	expendi	tures	expenditures	
production-1963-vol1-62chapters	528	HYPHEN	blankgap	0	mainte	nance	maintenance	
production-1963-vol1-63chapters	19	HYPHEN	margin	51	re	quirement	requirement	side in the district by the attendance of such pupils at the | schools of a school district in an adjoining state pursuant to | Article commencing at Section Chapter of Divi | sion or pursuant to Section of this code such unified | school district shall be deemed to have complied with the re
production-1963-vol1-63chapters	23	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-63chapters	35	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-63chapters	94	HYPHEN	blankgap	0	condemna	tion	condemnation	
production-1963-vol1-63chapters	112	HYPHEN	margin	9	in	quired	inquired	elude the amounts specified in the preceding paragraph re
production-1963-vol1-63chapters	126	HYPHEN	margin	40	af	fected	affected	forded by the public school system It is the intent and pur | pose of the Legislature to eneourage the establishment and | development of programs hy local officers and agencies of the | public school system directed to identifying those pupils af
production-1963-vol1-63chapters	142	SPACESPLIT	spacesplit2	0	com	pleted	completed	
production-1963-vol1-63chapters	143	HYPHEN	margin	40	com	mencing	commencing	mittee on school district organization which initiates a study | that includes the territory of more than one county shall act | as the chairman and secretary respectively of the county com | mittee formed under Section | The procedures contained in Chapter com
production-1963-vol1-63chapters	143	HYPHEN	margin	10	com	mencing	commencing	mittee formed under Section | The procedures contained in Chapter com
production-1963-vol1-63chapters	148	HYPHEN	margin	33	dis	trict	district	triet Yes and For annexation to insert name | Junior College District No | b If the assumption of bonded debt is stipulated in the | resolution of the governing board of the junior college dis
production-1963-vol1-63chapters	164	HYPHEN	margin	30	pre	ceeds	preceeds	scribe and collect rates rentals or other charges in connection | with the services and facilities furnished from the project | acquired constructed or purchased from part or all of the pro
production-1963-vol1-63chapters	197	HYPHEN	blankgap	0	substan	tially	substantially	
production-1963-vol1-63chapters	197	HYPHEN	blankgap	0	incom	petents	incompetents	
production-1963-vol1-63chapters	236	HYPHEN	crosspage	0	im	provement	improvement	->237
production-1963-vol1-63chapters	287	HYPHEN	margin	19	re	gional	regional	ceived a baccalaureate degree from a university college or | other four year institution of learning accredited by a re
production-1963-vol1-63chapters	292	HYPHEN	blankgap	0	munic	ipal	municipal	
production-1963-vol1-63chapters	318	HYPHEN	crosspage	0	vo	cational	vocational	->319
production-1963-vol1-63chapters	338	HYPHEN	crosspage	0	redemp	tioner	redemptioner	->339
production-1963-vol1-63chapters	362	HYPHEN	crosspage	0	acquisi	tion	acquisition	->363
production-1963-vol1-63chapters	376	HYPHEN	margin	44	com	menting	commenting	mitted any fraud in any such application | e If the department determines that the applicant is a | negligent or incompetent operator of a motor vehicle | f If the applicant s vonvieted of any offense involving | the use or possession of narcotics under Division com
production-1963-vol1-63chapters	447	HYPHEN	crosspage	0	dis	trict	district	->448
production-1963-vol1-63chapters	450	HYPHEN	blankgap	0	agricul	tural	agricultural	
production-1963-vol1-63chapters	479	NOHYPHEN	adjacent	0	modifica	tions	modifications	
production-1963-vol1-63chapters	480	HYPHEN	blankgap	0	renum	bering	renumbering	
production-1963-vol1-63chapters	501	HYPHEN	blankgap	0	com	mencing	commencing	
production-1963-vol1-63chapters	536	HYPHEN	margin	28	pro	lative	prolative	posed changes shall eliminate or substantially reduce the esti | mated benefits to be received from the improvement by any | subdivision of land within the assessment district the legis
production-1963-vol1-63chapters	541	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-63chapters	548	HYPHEN	margin	18	em	ployee	employee	ployment Any such enrollment shall authorize the deduction | of the contributions required under this part from the em
production-1963-vol1-63chapters	585	HYPHEN	margin	18	indi	rected	indirected	cating the numbers thereof designate only one number for each | highway wherever feasible Therefore the department is di
production-1963-vol1-63chapters	594	HYPHEN	blankgap	0	imme	diately	immediately	
production-1963-vol1-63chapters	607	HYPHEN	blankgap	0	im	puted	imputed	
production-1963-vol1-63chapters	619	HYPHEN	blankgap	0	slaugh	tering	slaughtering	
production-1963-vol1-63chapters	628	HYPHEN	blankgap	0	munic	ipal	municipal	
production-1963-vol1-63chapters	631	HYPHEN	blankgap	0	imme	diately	immediately	
production-1963-vol1-63chapters	649	HYPHEN	margin	16	con	structed	constructed	struction use supply maintenance repair aud improvement | of said works including works constructed and being con
production-1963-vol1-63chapters	657	HYPHEN	margin	16	con	structed	constructed	struction use supply maintenance repair and improvement | of said works including works constructed and being con
production-1963-vol1-63chapters	664	HYPHEN	crosspage	0	ascer	tained	ascertained	->665
production-1963-vol1-63chapters	665	HYPHEN	blankgap	0	expendi	ture	expenditure	
production-1963-vol1-63chapters	686	HYPHEN	blankgap	0	commenc	ing	commencing	
production-1963-vol1-63chapters	686	HYPHEN	blankgap	0	munic	ipal	municipal	
production-1963-vol1-63chapters	711	HYPHEN	blankgap	0	com	mencing	commencing	
production-1963-vol1-63chapters	717	HYPHEN	margin	43	con	cordance	concordance	tract shall cause to be inserted in the contract a stipulation | that the provisions of this section will be complied with | To the extent that there is insuftivient money dne a con | tractor to cover all penalties forfeited and amounts due in ac
production-1963-vol1-63chapters	717	HYPHEN	margin	11	con	cordance	concordance	tractor to cover all penalties forfeited and amounts due in ac
production-1963-vol1-63chapters	736	HYPHEN	margin	43	con	ditions	conditions	trol District except as expressly provided by Section of this | act shall be appointed and shall hold his or her respective | position and shall be subject to suspension reduction or dis | charge in the same manner and under the same terms and con
production-1963-vol1-63chapters	755	HYPHEN	blankgap	0	dis	tricts	districts	
production-1963-vol1-63chapters	764	HYPHEN	margin	21	de	sition	desition	elaring and setting forth the results thereof If two thirds | of the votes cast on anv proposition are for the propo
production-1963-vol1-63chapters	788	NOHYPHEN	margin	20	nuttalli	a	nuttallia	The provisions of subdivision b of this section shall be | applicable only in those districts or parts of districts within
production-1963-vol1-63chapters	789	HYPHEN	blankgap	0	dis	tricts	districts	
production-1963-vol1-63chapters	879	HYPHEN	margin	13	commis	sional	commissional	sion or the rebating in any form or manner on fees for profes
production-1963-vol1-63chapters	906	HYPHEN	blankgap	0	ascer	tain	ascertain	
production-1963-vol1-63chapters	913	HYPHEN	margin	9	con	nection	connection	sider the expulsion suspension or disciplinary action in con
production-1963-vol1-63chapters	950	HYPHEN	margin	25	dis	trict	district	triet concerned | Candidates for office in each school district shall be listed on | the ballot as follows whether on a separate ballot for the dis
production-1963-vol1-63chapters	977	HYPHEN	blankgap	0	dis	trict	district	
production-1963-vol1-63chapters	978	HYPHEN	blankgap	0	com	bining	combining	
production-1963-vol1-63chapters	981	HYPHEN	blankgap	0	dis	tricts	districts	
production-1963-vol1-63chapters	1025	HYPHEN	blankgap	0	agricul	tural	agricultural	
production-1963-vol1-63chapters	1026	HYPHEN	margin	13	en	quiry	enquiry	titled to vote had he yoted n his proper precinct and no in
production-1963-vol1-63chapters	1056	HYPHEN	crosspage	0	con	tiguous	contiguous	->1057
production-1963-vol1-63chapters	1058	HYPHEN	blankgap	0	dis	trict	district	
production-1963-vol1-63chapters	1058	HYPHEN	blankgap	0	extraor	dinary	extraordinary	
production-1963-vol1-63chapters	1103	HYPHEN	blankgap	0	pro	fessions	professions	
production-1963-vol1-63chapters	1104	HYPHEN	blankgap	0	cer	tificate	certificate	
production-1963-vol1-63chapters	1163	HYPHEN	blankgap	0	im	provement	improvement	
production-1963-vol1-63chapters	1190	HYPHEN	blankgap	0	accounta	bility	accountability	
production-1963-vol1-63chapters	1191	HYPHEN	margin	23	re	demption	redemption	funded provided however that if the refund is made within | days after the date of payment it may be made by the re
production-1963-vol1-63chapters	1243	HYPHEN	blankgap	0	re	tirement	retirement	
production-1963-vol1-63chapters	1245	HYPHEN	blankgap	0	incon	sistent	inconsistent	
production-1963-vol1-63chapters	1278	HYPHEN	margin	19	noncon	formity	nonconformity	forming if the nonconformity substantially impairs the value | of that installment and cannot be cured or if the noncon
production-1963-vol1-63chapters	1367	HYPHEN	margin	44	in	strument	instrument	tangible | b Chattel paper means a writing or writings which | evidence both a monetary obligation and a security interest in | or a lease of specific goods When a transaction is evidenced | both by such a security agreement or a lease and by an in
production-1963-vol1-63chapters	1371	HYPHEN	margin	23	con	tracted	contracted	tains a description of the collateral and in addition when the | security interest covers crops or oil gas or minerals to be ex
production-1963-vol1-63chapters	1382	HYPHEN	margin	30	con	cordance	concordance	tract right has not already become en account and notwith | standing notification of the assignment any modification of or | substitution for the contract made in good faith and in ac
production-1963-vol1-63chapters	1392	HYPHEN	margin	10	re	fection	refection	quiring no further filing or recording to continue its per
production-1963-vol1-63chapters	1400	HYPHEN	margin	33	pre	ceeds	preceeds	serve the same and when necessary harvest pack and sell such | property Any sale of such property shall be made in the | same manner that property is sold on execution and the pro
production-1963-vol1-63chapters	1447	HYPHEN	margin	22	di	rectly	directly	rect or indirect in the making of any investment or in the | gains or profits accruing therefrom and no such person di
production-1963-vol1-63chapters	1454	HYPHEN	margin	48	pro	ceedings	proceedings	vide by ordinance for the submission of the proposition of in | curring a bonded indebtedness for the purpose set forth in | the resolution to the voters of the district at a special bond | election held for that purpose | In lieu of a resolution passed by the board pro
production-1963-vol1-63chapters	1464	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-63chapters	1491	HYPHEN	margin	47	con	strictions	constrictions	domininm from a lien against two or more condominiums or | any part thereof by payment to the holder of the lien of the | fraction of the total sum secured by such lien which is attribut | able to his condominium | Unless otherwise provided by a declaration of re
production-1963-vol1-63chapters	1496	HYPHEN	blankgap	0	com	mencing	commencing	
production-1963-vol1-63chapters	1499	HYPHEN	margin	53	de	ferred	deferred	partment of Corrections for general study diagnosis and treat | ment or any of them any person over the age of years | who is subject to the custody control and discipline of the | Youth Authority and the Director of Corrections may receive | and keep in any of the said institutions any person so trans
production-1963-vol1-63chapters	1514	HYPHEN	margin	18	re	volves	revolves	viewing court may review the verdict or decision and any | intermediate ruling proceeding order or decision which in
production-1963-vol1-63chapters	1554	HYPHEN	crosspage	0	reorgani	zation	reorganization	->1555
production-1963-vol1-63chapters	1565	HYPHEN	blankgap	0	im	provement	improvement	
production-1963-vol1-63chapters	1572	HYPHEN	blankgap	0	imme	diately	immediately	
production-1963-vol1-63chapters	1574	HYPHEN	blankgap	0	pro	fessions	professions	
production-1963-vol1-63chapters	1587	HYPHEN	margin	11	aban	doned	abandoned	don Such person shall be deemed and called a person aban
production-1963-vol1-63chapters	1591	NOHYPHEN	adjacent	0	mainte	nance	maintenance	
production-1963-vol1-63chapters	1596	HYPHEN	crosspage	0	ex	hibits	exhibits	->1597
production-1963-vol1-63chapters	1598	HYPHEN	crosspage	0	en	couraging	encouraging	->1599
production-1963-vol1-63chapters	1627	HYPHEN	blankgap	0	munic	ipal	municipal	
production-1963-vol1-63chapters	1638	HYPHEN	margin	32	pro	stitution	prostitution	grams at any time within days of scheduled parole release | at the request of the Adult Authority governing male prison | ers and at the request of the Board of Trustees California In
production-1963-vol1-63chapters	1639	HYPHEN	blankgap	0	com	petitive	competitive	
production-1963-vol1-63chapters	1651	HYPHEN	margin	23	sec	erning	secerning	tion the same as if such offense were made an offense by the | Vehicle Code | The department may enact rules and regulations gov
production-1963-vol1-63chapters	1663	NOHYPHEN	adjacent	0	installa	tion	installation	
production-1963-vol1-63chapters	1685	HYPHEN	margin	21	re	ceive	receive	ecive a monthly salary at a rate specified in Schedule | d Hight deputy clerks grade IV each of whom shall re
production-1963-vol1-63chapters	1692	HYPHEN	crosspage	0	con	structed	constructed	->1693
production-1963-vol1-63chapters	1724	HYPHEN	blankgap	0	ur	gency	urgency	
production-1963-vol1-63chapters	1738	HYPHEN	crosspage	0	ex	ceeding	exceeding	->1739
production-1963-vol1-63chapters	1782	HYPHEN	margin	38	in	hibiting	inhibiting	crease the available man hours for road patrol | and to prohibit state traffic sergeants and | state traffic officers in the accumulation and | use of compensatory time off in the fiscal year | This shall not be construed as pro
production-1963-vol1-63chapters	1798	HYPHEN	blankgap	0	ex	perimental	experimental	
production-1963-vol1-63chapters	1823	HYPHEN	blankgap	0	den	tistry	dentistry	
production-1963-vol1-63chapters	1824	HYPHEN	blankgap	0	en	gineering	engineering	
production-1963-vol1-63chapters	1840	HYPHEN	blankgap	0	stan	islaus	stanislaus	
production-1963-vol1-63chapters	1843	HYPHEN	blankgap	0	mainte	nance	maintenance	
production-1963-vol1-63chapters	1843	HYPHEN	blankgap	0	ex	penses	expenses	
production-1963-vol1-63chapters	1843	HYPHEN	blankgap	0	supervis	ing	supervising	
production-1963-vol1-63chapters	1848	HYPHEN	blankgap	0	per	sonnel	personnel	
production-1963-vol1-63chapters	1856	HYPHEN	margin	30	re	pleted	repleted	sources shall not expend that portion of the | funds provided by this item for construction | of any beach erosion control project until | final planning of that project has been com
production-1963-vol1-63chapters	1856	HYPHEN	blankgap	0	com	pleted	completed	
production-1963-vol1-63chapters	1856	HYPHEN	blankgap	0	commis	sioners	commissioners	
production-1963-vol1-63chapters	1856	HYPHEN	blankgap	0	compen	sation	compensation	
production-1963-vol1-63chapters	1856	HYPHEN	blankgap	0	expendi	tures	expenditures	
production-1963-vol1-63chapters	1858	HYPHEN	margin	33	in	terest	interest	vestment to the Unemployment Compensa | tion Disability Fund under Section of | the Unemployment Insurance Code computed | at a rate determined by the Department of | Finance to be the rate of interest allowed in
production-1963-vol1-63chapters	1858	HYPHEN	blankgap	0	compensa	tion	compensation	
production-1963-vol1-63chapters	1858	HYPHEN	blankgap	0	in	terest	interest	
production-1963-vol1-63chapters	1868	HYPHEN	margin	19	in	surance	insurance	eluding salaries and wages the State s contributions to the | Employees Retirement Fund the Old Age and Survivors In
production-1963-vol1-63chapters	1868	HYPHEN	margin	33	con	clude	conclude	tractors rendering personal services to the State under con | tract or payments into a private fund as authorized by Sec | tion of the Government Code | b Operating expenses and equipment which shall in
production-1963-vol1-63chapters	1868	HYPHEN	margin	24	con	clude	conclude	tract or payments into a private fund as authorized by Sec | tion of the Government Code | b Operating expenses and equipment which shall in
production-1963-vol1-63chapters	1874	HYPHEN	blankgap	0	de	claring	declaring	
